customer_id,age,gender,region,device_type,subscription_type,payment_method,marketing_channel,tenure_months,monthly_fee,avg_watch_hours,weekly_login_days,num_devices_registered,num_profiles,support_tickets_6m,payment_failures_3m,days_since_last_login,used_discount,auto_renew,price_increase_recent,multi_service_user,satisfaction_score,churn
10794,43,Female,Other,Android,Standard,CreditCard,Organic,16,15417.0,36.1,2.4,4,1,0,1,0,0,1,0,0,2.7,0
10795,47,Male,Daejeon,Android,Basic,CreditCard,SNS,32,9249.0,22.8,4.7,2,2,1,1,0,0,1,0,0,3.4,0
10796,35,Male,Other,iOS,Basic,BankTransfer,Organic,13,9395.0,23.9,7.0,3,4,0,0,37,0,1,0,1,1.0,0
10797,18,Female,Gwangju,Web,Standard,CreditCard,Referral,32,13024.0,,4.2,2,5,2,0,18,0,0,1,1,3.2,0
10798,33,Female,Incheon,Android,Basic,,Organic,31,9330.0,5.1,5.8,1,4,1,0,2,1,0,1,0,2.4,0
10799,38,Female,Gwangju,Web,Basic,CreditCard,Affiliate,17,8905.0,9.7,7.0,2,4,2,1,46,1,1,0,0,3.2,1
10800,51,Male,Seoul,Android,Standard,CreditCard,Referral,26,13675.0,6.2,6.7,5,5,0,0,4,0,0,0,1,4.2,0
10801,32,Female,Other,Android,Basic,KakaoPay,Organic,11,8123.0,14.4,4.8,5,4,1,0,12,1,1,1,0,2.9,0
10802,44,Male,Daegu,Web,Basic,MobilePay,Referral,25,8374.0,6.9,4.7,1,2,1,0,0,0,0,0,0,2.9,0
10803,41,Female,Other,iOS,Basic,CreditCard,SNS,41,10055.0,3.4,5.3,4,1,1,0,8,1,0,0,0,3.1,0
10804,38,Male,Gwangju,iOS,Standard,BankTransfer,Organic,37,11426.0,16.5,2.4,2,4,1,0,1,1,0,1,0,2.8,0
10805,48,Female,Seoul,Web,Basic,CreditCard,Affiliate,18,,18.3,2.6,2,1,1,0,14,0,1,0,0,4.1,1
10806,31,Female,Incheon,Web,Premium,KakaoPay,Affiliate,44,20174.0,28.1,2.9,3,3,0,0,0,0,1,0,1,3.0,0
10807,32,Female,Seoul,Android,Standard,BankTransfer,Ads,4,12569.0,17.4,4.7,4,2,0,0,12,0,1,0,0,2.5,0
10808,38,Male,Daejeon,Web,Standard,BankTransfer,Organic,21,11853.0,6.9,3.9,3,2,2,0,13,0,1,1,0,4.4,0
10809,31,Female,Daegu,Android,Standard,CreditCard,Organic,20,11571.0,13.9,6.2,6,2,0,2,7,0,1,0,1,4.4,0
10810,44,Female,Busan,iOS,Basic,BankTransfer,Ads,14,9008.0,21.6,7.0,2,3,0,1,6,0,1,0,0,3.7,0
10811,30,Female,Other,Android,Premium,BankTransfer,Ads,11,20803.0,50.3,3.8,6,2,2,0,8,0,0,0,0,,0
10812,40,Female,Other,Android,Premium,BankTransfer,Organic,11,20550.0,21.7,7.0,1,2,1,1,1,0,1,0,0,4.2,0
10813,37,Male,Other,iOS,Basic,CreditCard,Organic,18,,7.3,5.5,1,5,1,3,15,1,1,0,0,2.9,1
10814,40,Male,Seoul,Android,Standard,CreditCard,Ads,35,14619.0,12.5,2.0,7,3,1,0,0,0,1,1,1,2.3,0
10815,33,Male,Daejeon,Android,Basic,CreditCard,Affiliate,14,7936.0,,6.9,4,1,3,0,0,1,1,0,0,2.6,0
10816,34,Female,Other,iOS,Standard,CreditCard,SNS,20,11989.0,11.5,5.1,1,3,1,0,2,0,1,0,0,1.6,0
10817,39,Female,Daegu,iOS,Basic,CreditCard,Referral,28,,31.1,2.0,1,3,0,0,4,0,1,1,1,4.3,1
10818,40,Male,Seoul,Android,Basic,CreditCard,Organic,34,,13.1,4.0,2,1,0,0,0,0,0,0,1,3.8,0
10819,38,Female,Other,Android,Standard,MobilePay,Referral,17,11567.0,13.9,4.0,2,2,0,1,0,1,0,0,0,1.3,0
10820,57,Male,Other,Android,Basic,MobilePay,SNS,19,8143.0,23.3,2.8,1,3,1,0,1,0,1,1,0,4.2,0
10821,27,Male,Daejeon,Android,Basic,KakaoPay,Organic,26,9075.0,2.5,5.3,1,3,1,0,0,1,0,1,0,1.9,0
10822,37,Male,Busan,Android,Standard,CreditCard,Organic,33,12544.0,22.2,7.0,5,4,0,0,2,0,0,0,1,4.6,0
10823,21,Female,Seoul,Android,Basic,KakaoPay,Ads,19,9234.0,21.5,3.9,5,2,1,0,3,0,0,1,1,4.9,0
10824,42,Female,Gwangju,Web,Basic,KakaoPay,Ads,14,8559.0,5.7,5.7,2,1,2,0,5,1,1,0,0,2.6,0
10825,26,Male,Incheon,Android,Basic,BankTransfer,SNS,45,6933.0,60.4,2.7,4,3,2,0,17,1,1,0,0,3.1,0
10826,35,Female,Gwangju,Android,Premium,BankTransfer,Organic,31,21213.0,11.1,5.5,2,1,1,0,3,1,1,0,1,3.1,1
10827,34,Male,Seoul,Android,Basic,BankTransfer,SNS,17,10268.0,5.6,6.5,2,5,3,1,8,0,1,0,1,1.6,0
10828,41,Male,Seoul,Android,Premium,CreditCard,SNS,29,22035.0,16.6,3.6,2,4,1,0,1,1,0,0,0,4.5,0
10829,32,Male,Busan,Android,Basic,CreditCard,Organic,41,9899.0,26.6,1.5,4,2,1,0,0,0,1,0,0,3.4,0
10830,31,Male,Busan,Web,Basic,CreditCard,Organic,30,9019.0,23.5,6.6,1,1,1,0,0,1,0,0,0,4.7,0
10831,54,Female,Gwangju,iOS,Standard,MobilePay,Referral,16,13097.0,25.0,0.3,3,4,2,0,0,1,0,1,1,2.4,0
10832,41,Female,Busan,Android,Standard,BankTransfer,Ads,14,15100.0,25.4,5.4,3,2,1,0,2,0,0,0,0,2.9,0
10833,32,Male,Daejeon,iOS,Standard,CreditCard,Organic,28,13390.0,7.0,7.0,1,3,0,0,0,0,1,1,0,3.9,0
10834,35,Male,Other,Android,Basic,BankTransfer,SNS,16,9634.0,4.9,2.7,4,6,0,0,10,0,1,0,0,4.1,0
10835,56,Male,Seoul,Android,Basic,CreditCard,Organic,17,8265.0,10.4,3.0,4,2,3,0,6,1,1,0,0,,0
10836,35,Male,Other,Android,Basic,CreditCard,SNS,15,9491.0,8.0,5.3,4,4,0,0,21,0,1,1,0,4.8,0
10837,30,Female,Other,Web,Premium,MobilePay,Referral,19,20285.0,37.3,4.7,5,1,0,0,0,0,1,0,1,4.2,0
10838,30,Male,Gwangju,iOS,Standard,KakaoPay,Organic,40,14191.0,11.3,3.9,3,2,2,0,11,1,0,0,0,2.8,0
10839,32,Female,Other,Web,Standard,CreditCard,Ads,11,,,5.8,2,2,0,2,36,0,0,1,0,3.9,0
10840,31,Male,Busan,Android,Basic,CreditCard,Ads,48,8634.0,24.7,1.7,3,3,1,0,0,0,1,0,1,5.0,0
10841,24,Male,Incheon,iOS,Standard,CreditCard,Organic,23,,5.1,5.6,3,3,1,0,4,0,0,0,1,3.4,0
10842,26,Female,Seoul,Android,Standard,BankTransfer,Organic,19,14092.0,15.6,5.5,5,2,0,1,13,1,1,0,0,5.0,0
10843,29,Male,Incheon,Web,Basic,CreditCard,Organic,9,8937.0,,3.1,2,4,0,1,3,1,0,0,0,2.1,0
10844,45,Male,Daegu,Android,Basic,CreditCard,Referral,13,10131.0,13.2,6.5,5,3,1,1,25,0,1,0,1,3.3,1
10845,34,Male,Gwangju,Android,Standard,BankTransfer,Affiliate,21,12009.0,14.4,4.5,4,1,3,1,15,1,0,0,1,1.2,1
10846,36,Male,Seoul,Android,Standard,CreditCard,SNS,15,,24.7,5.2,4,4,0,1,5,0,1,1,1,2.0,0
10847,52,Male,Seoul,Android,Standard,KakaoPay,Organic,48,16016.0,34.4,0.6,2,4,0,0,18,0,1,1,0,4.4,0
10848,52,Male,Incheon,Web,Basic,CreditCard,Organic,37,6983.0,14.8,0.3,2,4,1,1,50,0,0,0,0,1.5,0
10849,35,Female,Seoul,Android,Basic,CreditCard,SNS,32,10385.0,70.8,4.0,3,3,5,0,71,0,1,0,0,3.7,0
10850,31,Female,Other,iOS,Standard,KakaoPay,Organic,14,14932.0,22.3,3.7,1,2,0,0,11,0,0,0,0,3.4,0
10851,28,Female,Gwangju,Web,Standard,CreditCard,Affiliate,23,14908.0,18.8,3.1,4,2,2,0,23,0,1,0,0,5.0,0
10852,46,Male,Busan,iOS,Standard,BankTransfer,Affiliate,12,14264.0,,5.4,2,2,2,0,15,0,1,1,0,3.1,0
10853,36,Female,Seoul,Web,Standard,CreditCard,Organic,20,13922.0,7.0,4.9,3,1,0,1,12,0,1,0,0,,0
10854,34,Male,Seoul,Android,Standard,CreditCard,Affiliate,23,13075.0,26.5,1.5,1,3,0,0,4,1,0,1,0,4.3,0
10855,29,Male,Daejeon,Android,Basic,KakaoPay,Organic,12,10259.0,29.6,6.5,2,1,1,1,12,0,1,0,1,2.6,0
10856,30,Male,Other,Android,Basic,CreditCard,Affiliate,17,8550.0,5.0,4.0,4,1,0,0,16,1,1,0,1,3.5,0
10857,42,Female,Busan,Android,Basic,BankTransfer,Ads,19,7090.0,3.2,2.9,5,2,0,0,3,0,1,1,0,,0
10858,24,Male,Other,Web,Basic,KakaoPay,Affiliate,26,8390.0,14.7,5.2,3,2,0,0,10,1,0,0,1,3.1,0
10859,49,Male,Other,iOS,Premium,BankTransfer,SNS,19,18128.0,10.8,7.0,2,4,1,0,39,1,1,0,0,5.0,0
10860,32,Male,Seoul,iOS,Basic,MobilePay,Organic,12,9780.0,23.3,0.9,5,4,1,0,15,0,1,0,0,4.1,0
10861,36,Male,Other,Android,Premium,MobilePay,Ads,23,19609.0,28.5,2.6,1,4,4,0,0,0,1,0,0,2.4,0
10862,23,Male,Incheon,Web,Basic,CreditCard,Ads,22,,25.3,4.8,1,2,0,1,10,0,1,0,0,4.7,0
10863,38,Male,Other,Android,Basic,BankTransfer,SNS,20,6405.0,23.9,4.5,7,3,2,0,2,1,0,1,1,4.6,0
10864,34,Male,Daegu,Android,Basic,CreditCard,Ads,60,9455.0,17.7,6.3,2,2,1,0,5,1,1,0,0,3.6,0
10865,37,Male,Seoul,Tablet,Basic,CreditCard,Ads,16,7378.0,13.1,5.0,2,3,3,1,4,0,0,0,0,2.8,1
10866,54,Male,Other,Android,Basic,KakaoPay,Organic,15,9550.0,27.1,2.0,3,5,2,0,15,0,1,0,1,4.0,0
10867,40,Male,Busan,Web,Basic,CreditCard,Organic,5,8044.0,43.6,2.3,4,1,0,0,1,0,1,0,1,3.5,0
10868,29,Male,Other,iOS,Standard,CreditCard,SNS,18,11593.0,22.5,2.9,5,1,0,0,3,1,0,0,1,2.4,0
10869,30,Female,Seoul,Web,Basic,CreditCard,SNS,6,11556.0,33.0,6.0,2,2,0,0,4,0,1,0,0,3.2,0
10870,45,Male,Gwangju,Android,Premium,KakaoPay,Organic,16,18472.0,26.7,3.8,2,3,1,1,4,0,1,0,0,2.2,0
10871,52,Male,Incheon,Tablet,Standard,CreditCard,Referral,33,14868.0,25.4,4.2,4,5,1,0,0,1,1,0,1,3.2,0
10872,41,Male,Other,Android,Premium,MobilePay,SNS,31,14920.0,22.4,5.0,3,2,0,0,0,0,0,0,0,4.9,0
10873,46,Male,Seoul,Android,Basic,MobilePay,Referral,43,9369.0,49.8,7.0,3,1,0,1,1,1,1,0,1,4.5,0
10874,45,Male,Incheon,Android,Basic,CreditCard,Ads,36,7596.0,47.4,3.0,2,4,2,0,20,0,1,0,0,3.9,0
10875,54,Female,Gwangju,Android,Premium,MobilePay,Organic,28,20469.0,10.2,2.5,1,3,1,1,15,0,1,0,0,3.9,0
10876,18,Female,Other,Tablet,Standard,KakaoPay,Affiliate,8,,12.2,4.1,5,3,2,0,4,0,0,0,0,3.7,1
10877,45,Male,Busan,iOS,Premium,BankTransfer,Organic,11,16884.0,24.2,3.0,6,2,1,1,5,1,1,0,1,3.3,0
10878,49,Female,Incheon,iOS,Basic,CreditCard,Organic,16,7547.0,55.5,3.0,3,3,0,0,32,1,1,0,0,3.4,0
10879,23,Male,Incheon,Android,Basic,BankTransfer,Organic,24,9743.0,17.4,3.8,5,2,1,0,11,0,1,0,0,4.4,0
10880,28,Male,Busan,iOS,Premium,CreditCard,Organic,21,16160.0,12.0,5.7,2,1,1,0,19,0,0,0,1,4.2,0
10881,29,Female,Other,Android,Standard,KakaoPay,Organic,46,12239.0,18.6,4.0,2,3,4,1,3,0,0,0,0,,0
10882,30,Male,Seoul,Android,Standard,CreditCard,Ads,28,15025.0,36.1,5.2,1,2,0,0,9,0,0,1,1,2.7,0
10883,33,Male,Daejeon,iOS,Basic,,Affiliate,3,9625.0,8.8,2.4,2,2,0,0,1,0,0,1,1,1.9,0
10884,41,Female,Daegu,Web,Basic,CreditCard,SNS,17,10462.0,24.3,7.0,2,1,0,0,28,0,1,0,0,4.1,0
10885,48,Female,Busan,iOS,Standard,CreditCard,Referral,32,13163.0,26.1,4.6,3,3,0,0,12,1,1,0,0,,0
10886,50,Female,Incheon,iOS,Premium,CreditCard,Organic,19,21753.0,4.5,3.9,3,5,0,0,6,1,1,0,1,3.1,0
10887,29,Female,Other,iOS,Premium,BankTransfer,SNS,23,18174.0,10.1,1.1,5,4,0,0,6,0,0,0,0,1.8,0
10888,29,Female,Incheon,Android,Basic,BankTransfer,Organic,14,9974.0,14.8,4.4,2,1,0,0,0,1,1,0,1,1.8,0
10889,52,Male,Seoul,Web,Basic,KakaoPay,Affiliate,33,8252.0,10.4,4.7,2,2,0,2,10,0,1,0,0,3.3,0
10890,45,Male,Seoul,Web,Basic,CreditCard,SNS,22,7696.0,7.6,4.0,2,3,1,1,7,0,1,0,1,3.8,0
10891,39,Female,Other,iOS,Premium,CreditCard,SNS,33,18551.0,68.8,5.1,1,6,2,2,16,0,0,1,0,2.6,0
10892,43,Female,Busan,Android,Premium,KakaoPay,Affiliate,27,19386.0,11.8,4.8,4,1,0,0,35,0,1,1,0,2.9,0
10893,38,Male,Other,iOS,Basic,CreditCard,Ads,33,6897.0,17.8,2.7,2,4,0,0,2,0,1,1,0,4.4,0
10894,44,Female,Gwangju,Android,Standard,BankTransfer,SNS,13,13903.0,55.3,6.2,2,2,1,1,21,1,1,1,0,2.8,0
10895,34,Male,Incheon,Web,Standard,CreditCard,Referral,9,12657.0,35.5,4.1,1,2,1,0,12,1,0,0,0,3.0,0
10896,41,Male,Daegu,Android,Basic,KakaoPay,SNS,21,9729.0,8.9,4.7,4,3,0,0,18,0,0,0,1,3.5,0
10897,21,Male,Incheon,Android,Standard,CreditCard,Organic,24,,8.1,6.7,7,3,1,0,10,1,0,0,0,3.8,0
10898,30,Male,Other,Tablet,Basic,MobilePay,Referral,40,9704.0,4.6,2.6,2,3,1,0,16,0,1,0,0,3.7,0
10899,31,Female,Incheon,iOS,Standard,KakaoPay,Organic,3,14223.0,11.8,4.3,3,1,0,1,0,0,1,0,0,4.5,0
10900,34,Male,Seoul,Web,Standard,MobilePay,Affiliate,10,13750.0,4.5,4.0,4,2,0,0,10,0,0,0,0,4.4,0
10901,28,Female,Daegu,iOS,Basic,BankTransfer,Ads,18,8816.0,20.4,1.3,3,2,1,0,10,0,0,0,0,2.1,1
10902,32,Female,Gwangju,Android,Premium,KakaoPay,Organic,16,21050.0,8.8,4.8,3,4,3,0,3,0,1,0,0,2.5,0
10903,21,Male,Other,Android,Basic,MobilePay,Organic,21,8916.0,2.1,7.0,2,3,2,1,2,1,0,1,0,3.4,0
10904,44,Female,Other,Web,Basic,MobilePay,SNS,9,7761.0,16.9,5.5,2,6,1,1,8,0,1,0,0,5.0,1
10905,37,Male,Incheon,Web,Standard,CreditCard,SNS,23,11597.0,24.8,4.2,5,4,1,1,4,0,0,0,0,2.1,0
10906,19,Female,Busan,Android,Basic,,Affiliate,35,9741.0,30.0,1.8,3,4,0,0,2,1,1,0,0,3.1,0
10907,29,Male,Incheon,Android,Standard,BankTransfer,Ads,11,14003.0,13.6,4.7,1,5,1,0,11,1,0,0,0,3.4,0
10908,42,Male,Other,Web,Premium,CreditCard,Ads,46,21313.0,19.2,1.4,2,2,0,0,12,1,0,0,1,4.6,0
10909,32,Female,Other,Tablet,Premium,KakaoPay,Referral,17,21753.0,16.2,5.7,2,5,2,0,6,0,1,0,1,3.9,0
10910,30,Female,Other,Web,Basic,CreditCard,Ads,14,,12.5,3.2,4,3,0,0,20,0,1,0,1,3.0,1
10911,37,Female,Seoul,iOS,Standard,MobilePay,SNS,26,12421.0,5.0,4.2,7,2,0,0,3,0,0,1,1,4.3,0
10912,42,Female,Incheon,Web,Standard,CreditCard,SNS,39,14332.0,,4.7,1,3,0,0,13,0,0,0,0,2.7,0
10913,22,Female,Busan,Android,Basic,CreditCard,SNS,20,10277.0,4.2,3.5,3,1,1,1,2,1,0,0,0,4.4,0
10914,44,Male,Busan,Android,Standard,BankTransfer,Affiliate,36,11451.0,15.4,5.5,2,2,2,1,3,0,0,0,0,4.0,0
10915,29,Female,Seoul,Android,Basic,BankTransfer,Ads,16,8573.0,12.9,6.2,2,1,0,0,2,1,0,0,0,3.5,0
10916,38,Male,Seoul,Tablet,Basic,CreditCard,Affiliate,39,,5.6,2.8,2,1,0,0,0,0,1,0,1,2.9,0
10917,38,Male,Incheon,Web,Basic,CreditCard,Affiliate,25,9653.0,8.3,6.7,2,3,1,0,8,0,1,0,0,2.6,0
10918,32,Male,Busan,Android,Basic,CreditCard,Organic,7,10864.0,7.9,6.8,2,2,2,0,1,0,1,0,0,3.2,0
10919,27,Male,Busan,iOS,Basic,KakaoPay,Affiliate,13,9911.0,15.6,7.0,2,2,1,3,8,1,0,0,0,2.9,0
10920,35,Male,Seoul,Android,Basic,MobilePay,SNS,33,7003.0,8.8,2.5,3,1,0,1,9,0,0,0,1,4.4,0
10921,56,Male,Daejeon,Web,Basic,MobilePay,Affiliate,14,7716.0,7.2,3.2,2,1,3,2,11,1,1,0,0,1.7,0
10922,23,Male,Busan,Android,Basic,KakaoPay,Referral,30,9152.0,8.0,4.5,3,2,2,2,0,0,1,1,0,3.6,0
10923,57,Female,Daejeon,Web,Premium,MobilePay,Organic,39,20150.0,42.2,3.3,3,2,0,0,2,1,1,0,0,3.6,0
10924,35,Female,Busan,Android,Standard,CreditCard,Referral,41,15673.0,13.0,6.8,1,2,1,0,0,0,1,0,0,3.7,0
10925,38,Female,Other,iOS,Premium,KakaoPay,Referral,28,19635.0,13.6,2.0,3,3,0,0,1,1,1,0,0,3.1,0
10926,26,Male,Seoul,Android,Standard,CreditCard,Ads,41,11419.0,16.1,5.0,3,1,0,0,5,0,0,0,0,5.0,0
10927,30,Female,Seoul,Android,Standard,CreditCard,Organic,27,13062.0,7.2,5.7,2,3,1,0,21,0,1,1,1,4.1,0
10928,32,Male,Gwangju,iOS,Premium,CreditCard,Ads,20,18290.0,12.3,5.4,2,1,1,0,23,0,1,0,1,5.0,0
10929,26,Female,Other,iOS,Standard,CreditCard,SNS,22,13807.0,20.5,4.4,3,3,0,0,8,1,1,0,0,1.8,0
10930,36,Male,Seoul,Android,Standard,CreditCard,Affiliate,36,14538.0,28.2,6.3,1,2,0,0,0,0,0,0,0,4.8,0
10931,34,Female,Seoul,iOS,Basic,BankTransfer,Ads,20,7184.0,16.0,6.5,6,3,1,0,31,1,0,0,1,3.7,0
10932,58,Male,Other,iOS,Standard,MobilePay,Organic,15,14089.0,7.2,3.8,3,5,0,0,7,1,1,0,0,,0
10933,25,Female,Seoul,Android,Basic,CreditCard,Ads,23,7225.0,30.2,2.9,3,4,2,1,13,1,1,0,1,3.1,0
10934,39,Female,Busan,iOS,Standard,CreditCard,Affiliate,3,13650.0,12.6,2.9,1,2,1,2,3,0,0,1,0,,0
10935,41,Female,Other,iOS,Standard,KakaoPay,Referral,8,15853.0,11.0,2.4,2,2,0,0,14,0,1,0,1,3.9,0
10936,26,Male,Other,Android,Standard,CreditCard,SNS,39,13723.0,18.1,3.0,4,1,0,2,0,0,1,0,0,3.0,0
10937,46,Male,Busan,iOS,Premium,MobilePay,Ads,21,16313.0,26.0,6.4,4,1,1,0,8,0,1,1,0,2.5,0
10938,34,Female,Other,Web,Basic,CreditCard,Ads,39,10053.0,20.1,1.5,7,3,1,0,1,0,1,0,1,4.9,0
10939,18,Male,Daegu,Web,Standard,CreditCard,Organic,13,12013.0,10.0,5.9,2,2,0,1,16,1,0,0,0,3.3,0
10940,45,Female,Seoul,Android,Premium,MobilePay,Affiliate,50,21413.0,54.5,2.6,3,3,1,1,5,1,0,1,0,4.4,0
10941,26,Male,Daejeon,iOS,Premium,CreditCard,Ads,8,17704.0,25.2,7.0,2,2,0,0,3,0,0,0,1,3.5,0
10942,26,Female,Daegu,Web,Premium,KakaoPay,Ads,40,16763.0,25.0,5.7,1,4,2,0,4,1,1,0,0,3.3,0
10943,46,Female,Daegu,Android,Basic,CreditCard,Affiliate,18,11086.0,22.6,5.6,2,2,3,1,20,0,1,0,0,3.3,0
10944,34,Female,Other,iOS,Basic,KakaoPay,Affiliate,45,8973.0,10.0,4.2,6,3,0,2,33,0,0,0,0,3.6,0
10945,48,Male,Seoul,Android,Basic,MobilePay,Ads,27,8589.0,19.3,6.6,3,3,16,1,16,1,1,0,0,3.5,0
10946,51,Male,Gwangju,Android,Premium,KakaoPay,Ads,17,19303.0,15.6,2.2,1,2,0,1,19,1,1,0,1,4.6,0
10947,31,Female,Incheon,iOS,Standard,CreditCard,Referral,35,11500.0,8.5,5.6,4,3,1,0,5,1,1,0,0,2.0,0
10948,47,Female,Busan,Android,Standard,MobilePay,SNS,31,13841.0,25.9,4.4,2,1,0,1,9,0,1,0,1,3.8,0
10949,30,Male,Daejeon,Android,Premium,KakaoPay,Ads,50,19809.0,54.7,4.8,6,2,1,2,8,1,0,0,0,3.5,0
10950,63,Male,Gwangju,Android,Basic,KakaoPay,Organic,29,,23.5,4.3,5,4,1,0,22,0,0,0,0,4.8,0
10951,30,Female,Other,Android,Standard,,SNS,35,15129.0,113.2,5.6,4,4,1,1,51,1,1,1,0,5.0,1
10952,49,Female,Other,iOS,Standard,CreditCard,Organic,20,12511.0,33.4,3.5,4,2,0,0,8,0,1,0,0,3.5,0
10953,47,Female,Daegu,Web,Basic,MobilePay,SNS,27,8875.0,16.9,6.6,4,3,0,0,0,0,1,0,0,2.0,0
10954,41,Female,Busan,Android,Standard,CreditCard,SNS,23,12820.0,13.3,2.7,5,2,1,0,6,1,0,0,0,4.4,0
10955,31,Female,Daegu,iOS,Basic,CreditCard,Referral,37,10431.0,9.5,4.8,2,5,0,0,3,1,1,1,1,,0
10956,36,Male,Busan,Android,Standard,BankTransfer,SNS,23,13775.0,10.5,5.1,3,2,2,0,22,1,0,0,1,4.1,0
10957,18,Male,Busan,Android,Basic,BankTransfer,Organic,12,9070.0,62.6,4.5,4,1,1,0,28,1,1,1,1,1.0,0
10958,40,Male,Daegu,Tablet,Basic,BankTransfer,SNS,25,8999.0,,2.7,2,2,0,0,3,0,1,0,0,3.2,0
10959,42,Female,Gwangju,iOS,Premium,CreditCard,Referral,23,19537.0,34.7,3.0,5,4,0,0,6,1,0,0,1,2.8,0
10960,39,Male,Daegu,Android,Standard,BankTransfer,Organic,18,14727.0,7.7,3.8,2,3,1,1,15,0,0,0,0,5.0,0
10961,18,Male,Other,iOS,Standard,CreditCard,Organic,30,14649.0,6.7,2.5,4,3,1,0,3,1,1,0,0,2.0,0
10962,24,Male,Busan,Android,Basic,MobilePay,Affiliate,21,9082.0,4.7,7.0,3,4,2,0,6,1,1,0,0,3.7,0
10963,30,Male,Busan,Web,Basic,CreditCard,SNS,10,,11.6,4.2,4,4,1,2,2,1,0,1,0,3.8,0
10964,41,Female,Gwangju,Android,Premium,CreditCard,SNS,16,19573.0,21.7,5.5,4,4,0,2,7,0,0,0,0,3.8,0
10965,41,Female,Gwangju,Web,Standard,BankTransfer,Organic,23,10239.0,19.2,5.2,2,2,1,0,24,1,0,0,0,3.9,0
10966,36,Female,Seoul,Android,Standard,BankTransfer,SNS,39,10881.0,15.9,7.0,2,1,1,0,14,0,0,0,1,3.3,0
10967,45,Male,Busan,iOS,Standard,CreditCard,Ads,43,14948.0,,1.3,3,4,1,0,21,1,1,0,0,,0
10968,27,Female,Busan,Web,Basic,BankTransfer,SNS,12,45580.0,19.3,4.8,3,3,0,0,0,0,1,0,0,3.1,0
10969,45,Male,Other,Android,Premium,BankTransfer,Ads,54,18632.0,17.3,3.8,2,1,1,1,4,1,0,1,1,4.6,0
10970,43,Female,Other,Android,Basic,BankTransfer,Organic,23,8097.0,23.5,4.9,5,3,1,0,10,0,1,0,1,3.2,0
10971,42,Male,Busan,iOS,Basic,MobilePay,Organic,19,9919.0,18.1,5.2,4,5,0,1,2,1,0,1,0,5.0,0
10972,36,Male,Seoul,Android,Premium,CreditCard,Referral,47,18378.0,14.4,4.6,4,1,0,0,6,1,1,0,1,4.1,0
10973,58,Male,Seoul,iOS,Basic,KakaoPay,Organic,23,6271.0,30.3,5.9,2,3,2,0,19,1,0,0,0,2.9,0
10974,43,Female,Seoul,iOS,Premium,CreditCard,SNS,22,15162.0,30.2,6.8,6,1,2,1,1,0,1,1,0,4.3,0
10975,27,Female,Seoul,Android,Standard,BankTransfer,Ads,29,13860.0,51.7,3.6,2,3,0,0,8,0,1,0,0,2.7,0
10976,41,Male,Seoul,iOS,Basic,CreditCard,Referral,25,7934.0,21.6,0.9,4,1,1,0,3,1,0,0,0,2.2,0
10977,46,Male,Incheon,Android,Basic,MobilePay,Ads,19,,17.2,4.7,3,1,3,0,7,0,1,0,0,3.9,0
10978,32,Female,Busan,Web,Standard,BankTransfer,Referral,13,13345.0,13.5,7.0,2,3,1,2,17,0,1,1,1,3.5,1
10979,50,Male,Daegu,Android,Standard,KakaoPay,Organic,4,14082.0,22.6,5.1,2,2,0,0,27,1,1,0,0,4.3,0
10980,42,Male,Busan,Web,Basic,CreditCard,Organic,35,10454.0,10.3,5.4,4,3,1,0,0,0,1,0,0,4.4,0
10981,18,Male,Other,Android,Premium,MobilePay,SNS,11,19018.0,,3.9,4,2,0,1,9,1,0,0,0,2.6,0
10982,41,Female,Other,iOS,Standard,CreditCard,Ads,30,14578.0,4.3,1.7,2,4,2,0,1,1,1,0,1,4.4,0
10983,34,Male,Incheon,Android,Premium,CreditCard,Referral,57,16370.0,21.9,2.6,4,3,1,0,9,0,0,1,1,2.1,0
10984,44,Female,Seoul,Android,Basic,KakaoPay,Ads,11,10510.0,6.7,2.3,3,3,0,0,18,1,0,1,0,5.0,0
10985,48,Male,Seoul,Android,Basic,CreditCard,SNS,41,6467.0,22.4,4.2,2,4,2,0,0,0,1,1,0,1.4,0
10986,40,Male,Seoul,iOS,Premium,KakaoPay,Organic,21,19698.0,,5.6,1,2,2,0,21,0,0,0,0,3.0,1
10987,56,Male,Busan,iOS,Standard,CreditCard,SNS,25,12482.0,5.1,4.7,3,3,0,0,0,0,1,0,1,,0
10988,36,Female,Gwangju,Android,Standard,BankTransfer,Organic,23,13101.0,11.6,1.7,1,1,0,0,29,0,0,0,1,3.0,1
10989,45,Male,Daegu,Tablet,Standard,BankTransfer,SNS,28,12803.0,,4.2,1,3,0,2,37,0,1,0,1,3.3,0
10990,47,Female,Busan,Android,Standard,KakaoPay,SNS,7,12855.0,15.9,7.0,2,2,0,1,22,0,1,0,1,3.3,0
10991,37,Male,Other,Web,Basic,CreditCard,Affiliate,18,,10.7,5.8,1,1,2,0,24,0,1,0,0,3.5,1
10992,47,Male,Seoul,iOS,Standard,CreditCard,Organic,37,16001.0,16.5,1.9,2,5,0,0,13,0,0,0,0,1.3,1
10993,31,Female,Seoul,Android,Standard,BankTransfer,Organic,7,15147.0,1.7,5.4,2,4,0,0,6,0,0,0,1,3.2,0
10994,33,Female,Gwangju,Android,Premium,MobilePay,Ads,18,20095.0,4.3,7.0,2,1,3,0,4,1,0,0,0,3.1,0
